loan_id,customer_id,loan_type_id,original_amount,current_balance,interest_rate,monthly_payment,late_payments,default_flag
L002789,C01851,4,178000,125100,10.12,2670,1,False
L002790,C01851,3,654000,402900,2.5,2890,0,False
L002791,C01852,2,41000,22600,13.9,2050,0,False
L002792,C01853,3,1724000,1087900,3.36,8360,0,False
L002793,C01854,2,31000,24600,18.16,1550,0,False
L002794,C01854,3,761000,427900,2.84,3550,0,False
L002795,C01855,2,5000,2000,16.36,250,0,False
L002796,C01856,3,1089000,866200,3.4,4950,2,False
L002797,C01856,2,16000,7900,16.83,800,0,False
L002798,C01857,3,1912000,885800,2.69,8620,0,False
L002799,C01857,4,435000,189500,9.75,9850,0,False
L002800,C01858,1,498000,415700,6.57,16050,0,False
L002801,C01858,3,2399000,2260400,3.07,10710,0,False
L002802,C01858,2,93000,7300,18.37,4650,2,False
L002803,C01859,3,1571000,1488400,2.98,7670,0,False
L002804,C01860,1,190000,150200,7.01,2820,4,False
L002805,C01860,4,108000,95300,6.89,1990,1,False
L002806,C01860,3,1859000,1050200,3.02,6690,1,False
L002807,C01861,3,916000,498800,2.57,3330,0,False
L002808,C01862,4,215000,65900,8.41,3720,0,False
L002809,C01863,3,1323000,1194200,2.67,5800,0,False
L002810,C01864,1,88000,78300,6.82,3140,0,False
L002811,C01865,3,749000,556500,2.71,3070,0,False
L002812,C01866,2,10000,8200,18.42,500,1,False
L002813,C01867,2,5000,1200,21.42,250,1,False
L002814,C01868,3,1552000,1392700,2.45,6770,0,False
L002815,C01868,4,56000,44600,6.1,640,0,False
L002816,C01869,1,85000,72900,7.21,2100,0,False
L002817,C01869,3,1004000,876000,3.1,4300,0,False
L002818,C01870,1,136000,90700,8.89,2570,0,False
L002819,C01870,2,9000,6300,18.45,450,2,False
L002820,C01870,4,86000,52800,8.47,1350,4,False
L002821,C01870,3,524000,484100,3.47,2300,0,False
L002822,C01871,3,799000,732300,2.62,3670,0,False
L002823,C01872,3,1253000,592800,2.89,5500,0,False
L002824,C01873,4,82000,23100,8.73,1090,0,False
L002825,C01873,2,24000,14300,19.56,1200,0,False
L002826,C01874,3,964000,829100,2.74,4510,1,False
L002827,C01875,2,22000,9200,21.85,1100,0,False
L002828,C01875,4,162000,117400,5.91,2040,0,False
L002829,C01876,4,215000,123900,6.01,4080,0,False
L002830,C01876,3,1919000,1206800,3.08,9300,0,False
L002831,C01877,3,1543000,919700,2.89,6630,0,False
L002832,C01877,1,196000,57300,5.83,4930,0,False
L002833,C01878,1,248000,183000,7.85,5720,1,False
L002834,C01879,3,1758000,1047000,2.85,6970,0,False
L002835,C01880,2,10000,8000,13.35,500,0,True
L002836,C01880,3,1840000,1587300,3.47,8460,4,False
L002837,C01880,1,345000,250300,5.43,11980,0,False
L002838,C01881,4,15000,11700,7.95,390,0,False
L002839,C01881,2,14000,800,16.2,700,0,False
L002840,C01882,1,50000,12800,8.26,960,0,False
L002841,C01882,2,7000,2800,15.91,350,2,False
L002842,C01882,4,85000,28400,10.89,1560,0,False
L002843,C01883,4,374000,322800,4.5,4440,0,False
L002844,C01883,3,1656000,1396100,3.12,7170,3,False
L002845,C01883,1,320000,239200,6.15,5080,0,False
L002846,C01884,3,1411000,739400,3.05,6690,0,False
L002847,C01884,1,187000,50900,4.85,2940,0,False
L002848,C01885,4,82000,45400,13.52,3120,0,False
L002849,C01885,2,53000,31700,12.54,2650,0,False
L002850,C01886,3,781000,670800,3.69,3550,0,False
L002851,C01887,1,119000,81800,7.19,1720,1,False
L002852,C01888,4,15000,9500,11.49,270,0,False
L002853,C01888,1,50000,27700,9.27,770,1,False
L002854,C01889,3,2409000,1776100,4.02,10150,0,False
L002855,C01890,2,8000,6000,17.65,400,0,False
L002856,C01891,3,1017000,922200,2.76,4580,0,False
L002857,C01892,3,2283000,1480400,2.94,10090,0,False
L002858,C01892,4,88000,43500,7.96,1710,0,False
L002859,C01892,1,435000,331000,7.38,14880,0,False
L002860,C01893,2,7000,3900,12.47,350,0,False
L002861,C01894,1,61000,24000,7.8,880,0,False
L002862,C01894,2,10000,3200,17.02,500,0,False
L002863,C01894,4,64000,46500,9.56,800,1,False
L002864,C01895,3,2419000,1792000,3.67,11950,0,False
L002865,C01896,2,11000,4400,21.29,550,0,False
L002866,C01897,4,184000,112200,11.21,2450,0,False
L002867,C01898,2,45000,17600,13.24,2250,0,False
L002868,C01899,3,2157000,1246100,3.09,9710,1,False
L002869,C01900,2,57000,13500,18.97,2850,0,False
L002870,C01901,2,47000,33100,18.83,2350,3,False
L002871,C01901,3,1388000,1045000,2.42,5140,3,False
L002872,C01901,1,411000,297700,6.27,13230,0,False
L002873,C01902,1,157000,98600,6.86,3120,3,False
L002874,C01903,1,321000,166100,6.5,7700,0,False
L002875,C01904,2,17000,13600,20.73,850,1,False
L002876,C01905,1,428000,108900,8.06,18580,0,False
L002877,C01905,3,2482000,1548900,3.32,11930,2,False
L002878,C01906,3,2571000,2129300,3.13,11170,0,False
L002879,C01907,3,1039000,979400,2.9,5120,0,False
L002880,C01908,2,43000,22300,17.87,2150,0,False
L002881,C01908,3,1600000,986400,2.76,6610,1,False
L002882,C01908,4,151000,113700,9.21,4020,0,True
L002883,C01909,2,52000,15300,16.56,2600,0,False
L002884,C01909,3,1296000,775600,2.77,4740,0,False
L002885,C01910,4,122000,77600,8.47,1980,0,False
L002886,C01911,1,273000,75100,7.48,8610,0,False
L002887,C01911,2,37000,27800,18.78,1850,1,False
L002888,C01912,3,478000,325700,3.69,2030,0,False
L002889,C01913,2,10000,6100,16.37,500,0,False
L002890,C01913,3,486000,366000,3.57,1970,0,False
L002891,C01914,4,89000,72500,10.48,1120,0,False
L002892,C01915,3,1602000,791500,2.28,6030,0,False
L002893,C01916,4,51000,38900,9.28,750,1,False
L002894,C01916,1,340000,225100,4.09,4650,0,False
L002895,C01916,2,42000,28900,18.49,2100,0,False
L002896,C01917,2,13000,6500,14.88,650,0,False
L002897,C01918,4,224000,83300,6.89,5810,0,False
L002898,C01919,3,844000,580100,4.66,4340,0,True
L002899,C01919,4,38000,19000,6.59,1170,1,False
L002900,C01920,2,13000,8700,16.08,650,0,False
L002901,C01920,4,35000,19500,12.36,550,1,False
L002902,C01921,2,19000,12400,21.56,950,2,False
L002903,C01921,4,61000,12600,10.18,900,0,False
L002904,C01922,2,15000,900,18.07,750,0,True
L002905,C01923,4,130000,87300,9.64,2800,0,False
L002906,C01923,3,1335000,634000,3.17,4750,0,False
L002907,C01923,2,20000,7100,16.25,1000,0,False
L002908,C01924,3,1081000,656100,3.32,4140,0,False
L002909,C01925,3,2467000,1350700,2.41,9160,0,False
L002910,C01925,1,157000,62000,6.18,2380,0,False
L002911,C01925,2,32000,6800,16.42,1600,0,False
L002912,C01926,3,928000,879000,3.72,4660,0,False
L002913,C01926,1,112000,96600,7.38,3540,0,False
L002914,C01927,3,2639000,2181600,3.15,13880,0,False
L002915,C01928,2,51000,40400,17.76,2550,0,False
L002916,C01929,2,23000,16500,21.33,1150,0,False
L002917,C01930,2,49000,11900,16.26,2450,0,False
L002918,C01931,2,12000,700,15.66,600,0,False
L002919,C01931,1,197000,160500,4.52,2750,0,False
L002920,C01932,1,392000,322600,6.12,9830,0,False
L002921,C01932,3,2818000,1518700,3.11,10220,0,False
L002922,C01933,3,1451000,872000,2.2,5090,0,False
L002923,C01934,4,138000,43700,12.83,5730,2,False
L002924,C01934,3,1140000,780200,3.02,4560,3,False
L002925,C01934,1,125000,91200,6.4,4220,0,False
L002926,C01935,3,2361000,1757400,2.96,9860,0,False
L002927,C01936,4,161000,132300,11.6,2810,0,False
L002928,C01936,3,989000,458700,2.69,3890,0,False
L002929,C01937,3,1586000,839600,2.25,5950,0,False
L002930,C01938,2,17000,3500,19.14,850,0,False
L002931,C01939,3,1676000,1578700,3.59,8980,2,False
L002932,C01940,2,21000,13200,16.1,1050,0,False
L002933,C01941,2,8000,2600,19.92,400,0,False
L002934,C01942,2,29000,14500,14.57,1450,0,False
L002935,C01942,1,465000,193300,5.98,6550,0,False
L002936,C01943,3,2166000,1796000,3.01,8740,2,False
L002937,C01944,3,1973000,1007200,3.46,9020,0,False
L002938,C01945,1,245000,81800,6.13,7050,0,False
L002939,C01945,2,16000,900,16.62,800,0,False
L002940,C01946,2,21000,13600,19.74,1050,0,False
L002941,C01946,3,1086000,878200,2.85,5170,0,False
L002942,C01946,4,57000,47800,8.49,870,0,False
L002943,C01947,2,42000,16700,17.4,2100,0,False
L002944,C01948,1,163000,145800,7.0,2670,0,False
L002945,C01948,2,49000,21400,16.14,2450,1,False
L002946,C01949,2,32000,11100,16.44,1600,0,False
L002947,C01949,4,291000,126300,8.86,6820,0,False
L002948,C01950,4,376000,154500,8.91,4050,0,False
L002949,C01950,3,2156000,1447400,3.51,8820,0,False
L002950,C01951,2,42000,16400,13.71,2100,0,False
L002951,C01951,3,1353000,1217800,2.22,5170,0,False
L002952,C01952,2,43000,13300,22.0,2150,0,False
L002953,C01952,4,233000,91700,8.78,3760,1,False
L002954,C01953,3,1685000,908100,3.43,6130,0,False
L002955,C01954,3,2039000,1888700,3.63,10560,0,False
L002956,C01955,3,889000,742400,3.54,3760,1,False
L002957,C01956,2,24000,10400,13.94,1200,0,False
L002958,C01957,3,763000,383400,2.93,2940,0,False
L002959,C01958,2,10000,7800,19.03,500,0,False
L002960,C01958,1,115000,69100,7.86,2270,0,False
L002961,C01959,1,278000,108200,10.49,6520,0,False
L002962,C01960,4,36000,23900,10.98,760,2,False
L002963,C01961,2,25000,19000,13.3,1250,0,False
L002964,C01962,3,730000,615000,2.72,3370,0,False
L002965,C01962,2,11000,6600,15.94,550,0,False
L002966,C01963,3,1185000,723000,3.38,5620,0,False
L002967,C01964,4,195000,43900,7.18,1770,0,False
L002968,C01964,3,1147000,904100,3.21,5160,0,False
L002969,C01965,2,46000,37300,15.6,2300,0,False
L002970,C01965,3,2447000,2111000,2.92,10300,0,False
L002971,C01966,3,2333000,1792000,2.83,11520,0,False
L002972,C01967,4,95000,79400,11.25,1270,0,False
L002973,C01968,3,2477000,1705000,3.39,10660,0,False
L002974,C01969,1,158000,135100,9.1,2740,0,False
L002975,C01969,2,12000,3300,19.82,600,0,False
L002976,C01970,2,5000,500,20.55,250,0,False
L002977,C01971,2,8000,4100,20.72,400,0,False
L002978,C01972,1,68000,19400,4.29,960,2,False
L002979,C01973,3,1569000,957400,2.75,6220,0,False
L002980,C01973,2,50000,26400,19.67,2500,0,False
L002981,C01974,3,2108000,1747400,2.99,8410,0,False
L002982,C01974,2,63000,34800,18.83,3150,0,False
L002983,C01975,2,45000,20300,18.64,2250,0,False
L002984,C01975,1,330000,204000,6.74,4860,0,False
L002985,C01976,2,9000,7000,18.48,450,1,False
L002986,C01976,3,728000,662400,3.43,3360,0,False
L002987,C01977,3,1316000,984800,2.39,5790,0,False
L002988,C01978,3,2372000,1289600,2.65,8810,0,False
L002989,C01978,4,120000,70200,9.91,1380,1,False
L002990,C01978,2,96000,68700,19.02,4800,0,False
L002991,C01979,2,20000,1700,19.06,1000,0,False
L002992,C01979,3,1346000,973600,2.74,5650,0,False
L002993,C01980,3,846000,542900,2.67,3110,0,False
L002994,C01981,2,10000,6200,21.69,500,0,False
L002995,C01982,3,790000,723300,2.76,3990,0,False
L002996,C01982,1,174000,85300,7.24,3320,1,False
L002997,C01983,1,247000,155500,7.36,6990,0,False
L002998,C01983,2,33000,6400,18.82,1650,1,False
L002999,C01983,3,1893000,1640800,2.79,7400,0,False
L003000,C01984,3,1767000,1553900,2.62,8410,0,False
L003001,C01985,2,7000,5600,19.73,350,1,False
L003002,C01986,2,16000,5800,18.08,800,0,False
L003003,C01986,1,101000,39500,10.79,1470,3,False
L003004,C01987,3,1573000,772200,2.67,5930,0,False
L003005,C01987,2,59000,21600,17.34,2950,0,False
L003006,C01988,3,1309000,1088700,2.79,6160,0,False
L003007,C01988,2,13000,7900,18.42,650,0,False
L003008,C01989,3,1478000,704900,2.38,5500,0,False
L003009,C01989,4,177000,55600,11.11,4560,0,False
L003010,C01990,3,1952000,1159300,2.83,9130,0,False
L003011,C01991,4,115000,39700,7.16,3440,0,False
L003012,C01991,3,1175000,730800,2.87,4600,0,False
L003013,C01992,1,208000,104100,8.15,3740,0,False
L003014,C01992,4,264000,85100,8.03,5310,0,False
L003015,C01993,2,28000,13200,17.42,1400,0,False
L003016,C01993,1,238000,183800,7.91,3940,0,False
L003017,C01994,3,1556000,1184600,4.1,7580,0,False
L003018,C01995,3,1517000,990900,2.45,7300,0,False
L003019,C01996,4,72000,48400,7.31,1830,0,False
L003020,C01997,3,995000,842000,3.4,4620,1,False
L003021,C01998,4,25000,20200,9.83,430,0,False
L003022,C01999,1,161000,114200,8.4,4360,0,False
L003023,C01999,2,39000,15900,18.79,1950,0,False
L003024,C02000,3,954000,628000,3.04,3960,0,False
L003025,C02001,4,312000,157400,9.63,4340,1,False
L003026,C02001,3,1684000,788100,3.79,7450,1,False
L003027,C02001,1,315000,237300,7.85,4930,1,False
L003028,C02002,3,1120000,727300,3.04,5510,0,False
L003029,C02003,2,9000,7000,15.56,450,0,False
L003030,C02004,4,130000,100100,6.75,1480,0,False
L003031,C02005,3,1876000,924900,2.85,6880,0,False
L003032,C02006,3,1596000,1425600,3.23,8140,1,False
L003033,C02007,4,382000,95000,8.24,7660,0,False
L003034,C02007,3,1544000,825000,3.05,6480,0,False
L003035,C02008,4,265000,106300,7.88,3590,0,False
L003036,C02009,2,11000,8600,16.81,550,0,False
L003037,C02010,3,2209000,2070500,2.71,11480,4,False
L003038,C02010,2,54000,31500,22.0,2700,2,False
L003039,C02011,2,5000,3300,20.91,250,0,False
L003040,C02012,1,67000,50100,5.69,1380,3,False
L003041,C02013,1,83000,45000,8.86,1360,0,False
L003042,C02013,2,5000,3100,17.21,250,2,False
L003043,C02013,4,17000,3600,9.02,210,0,False
L003044,C02014,3,1135000,893800,2.73,5570,0,False
L003045,C02015,4,364000,242400,10.31,5060,0,False
L003046,C02016,2,25000,1800,14.88,1250,0,False
L003047,C02017,3,1202000,957200,3.31,5460,0,False
L003048,C02017,1,234000,62300,7.64,3040,0,False
L003049,C02018,4,178000,83900,8.58,3210,0,False
L003050,C02019,2,29000,5400,21.95,1450,0,False
L003051,C02020,3,2003000,1475900,2.95,7840,0,False
L003052,C02021,3,2219000,1794600,2.61,8590,0,False
L003053,C02021,4,57000,19300,9.81,1220,0,False
L003054,C02022,3,710000,504800,3.83,3770,0,False
L003055,C02023,3,1203000,866600,2.91,5210,0,False
L003056,C02024,1,291000,161700,5.07,4210,0,False
L003057,C02025,3,2258000,1825200,2.72,10620,0,False
L003058,C02026,3,1470000,909600,3.18,6910,0,False
L003059,C02027,2,25000,9300,15.69,1250,0,False
L003060,C02028,4,68000,59000,6.31,980,0,False
L003061,C02029,1,186000,74900,7.11,2650,2,False
L003062,C02029,3,1248000,598200,2.73,5220,0,False
L003063,C02029,4,75000,52300,7.34,1550,1,False
L003064,C02030,3,1805000,901200,3.42,7550,0,False
L003065,C02030,1,204000,77300,7.84,8010,0,False
L003066,C02031,4,41000,13200,6.73,980,0,False
L003067,C02032,3,1913000,1524800,3.03,9230,0,False
L003068,C02033,3,865000,418200,3.26,3100,0,False
L003069,C02033,1,169000,50800,7.29,2370,0,False
L003070,C02033,2,19000,13800,17.93,950,0,False
L003071,C02034,1,70000,20200,6.11,930,0,False
L003072,C02035,3,1412000,883500,2.8,6730,0,False
L003073,C02036,2,61000,20300,16.27,3050,0,False
L003074,C02036,1,274000,211500,6.32,10210,0,False
L003075,C02037,2,42000,26000,21.94,2100,0,False
L003076,C02038,3,1289000,587300,2.81,4840,0,False
L003077,C02038,1,308000,137500,7.55,5960,0,True
L003078,C02039,1,283000,237600,8.13,7460,0,False
L003079,C02040,1,294000,101900,8.07,5220,2,False
L003080,C02040,3,1306000,703700,2.78,4740,0,False
L003081,C02040,4,212000,110700,7.85,2790,1,False
L003082,C02041,3,1272000,815800,3.12,5400,0,False
L003083,C02042,4,318000,163000,7.98,3450,0,False
L003084,C02042,1,329000,82700,7.86,4640,0,False
L003085,C02042,3,1564000,882600,2.51,5380,0,False
L003086,C02043,3,2094000,1200500,2.62,9500,0,False
L003087,C02044,2,66000,49900,19.3,3300,0,False
L003088,C02044,3,2229000,1502700,3.66,8920,0,False
L003089,C02045,1,136000,94800,5.95,2400,1,False
L003090,C02046,3,873000,604600,2.75,3820,0,False
L003091,C02047,2,22000,14300,19.01,1100,0,False
L003092,C02048,2,5000,1200,21.16,250,3,False
L003093,C02048,1,135000,69300,9.75,3190,0,False
L003094,C02049,4,251000,139400,9.75,4960,1,False
L003095,C02049,2,73000,22800,15.7,3650,0,False
L003096,C02050,1,305000,233000,5.95,6290,0,False
L003097,C02051,1,345000,276500,6.51,5000,1,False
L003098,C02051,3,1936000,1657500,3.06,10170,0,False
L003099,C02051,4,261000,67600,9.06,11570,0,False
L003100,C02051,2,75000,41700,18.46,3750,1,False
L003101,C02052,4,131000,60800,8.58,1400,1,False
L003102,C02053,1,51000,16400,8.96,1090,0,False
L003103,C02054,1,201000,155900,5.38,8580,0,False
L003104,C02055,3,1191000,918100,2.95,5300,0,False
L003105,C02056,3,1594000,1371300,3.44,6890,0,False
L003106,C02056,2,22000,4300,17.79,1100,0,False
L003107,C02056,4,75000,45800,7.93,1230,0,False
L003108,C02057,3,2647000,2366300,3.02,12310,0,False
L003109,C02057,4,452000,277400,9.04,6910,1,False
L003110,C02058,2,31000,11900,20.42,1550,0,False
L003111,C02058,3,1396000,1237600,3.42,6480,0,False
L003112,C02059,3,1225000,759900,3.4,5660,0,False
L003113,C02060,3,1501000,1247000,2.91,6320,0,False
L003114,C02061,3,1071000,950600,2.79,5310,1,False
L003115,C02062,2,34000,5000,20.41,1700,1,True
L003116,C02063,2,41000,33000,18.8,2050,0,False
L003117,C02063,3,1073000,856700,2.46,4420,0,False
L003118,C02063,4,209000,139800,9.34,7940,1,False
L003119,C02064,3,1110000,665800,2.4,4370,0,False
L003120,C02064,2,15000,10200,13.49,750,0,False
L003121,C02064,4,109000,90300,4.5,1470,3,True
L003122,C02065,2,11000,2300,14.08,550,0,False
L003123,C02066,2,34000,27900,18.75,1700,0,False
L003124,C02067,2,8000,2300,23.24,400,3,True
L003125,C02068,3,1686000,1572500,2.33,6380,0,False
L003126,C02069,2,30000,15300,12.61,1500,0,False
L003127,C02069,4,284000,135700,8.38,3660,0,False
L003128,C02070,2,59000,41800,17.46,2950,1,False
L003129,C02071,3,1636000,907000,2.75,6780,0,False
L003130,C02072,3,1806000,1117300,2.63,7920,0,False
L003131,C02072,4,297000,69300,11.02,3640,0,False
L003132,C02073,4,287000,132900,7.66,4360,0,False
L003133,C02073,3,1248000,799500,3.23,6280,0,False
L003134,C02073,2,14000,1700,11.93,700,0,False
L003135,C02074,2,35000,24900,15.8,1750,0,False
L003136,C02075,4,115000,60800,8.19,1310,0,False
L003137,C02076,2,83000,43300,16.66,4150,0,False
L003138,C02077,3,1140000,987900,3.06,5950,3,False
L003139,C02077,2,41000,23800,17.7,2050,0,False
L003140,C02078,3,853000,478500,3.64,3330,0,False
L003141,C02079,2,30000,10600,17.56,1500,0,False
L003142,C02080,4,80000,46800,11.98,1870,1,False
L003143,C02080,1,111000,85100,8.17,4570,0,False
L003144,C02081,2,28000,6500,18.65,1400,0,False
L003145,C02082,4,20000,17200,12.68,320,2,False
L003146,C02083,2,53000,2900,18.72,2650,0,False
L003147,C02084,1,230000,198700,3.5,9340,0,False
L003148,C02085,3,2387000,2109500,2.62,9370,3,False
L003149,C02086,3,1243000,779300,3.03,5190,3,False
L003150,C02086,2,54000,9500,17.04,2700,0,False
L003151,C02086,4,196000,145200,8.07,3550,0,False
L003152,C02086,1,83000,36100,7.44,1150,0,False
L003153,C02087,2,40000,27700,14.22,2000,0,False
L003154,C02088,3,945000,705700,2.49,4000,0,False
L003155,C02089,3,1171000,744800,2.48,4250,0,False
L003156,C02090,1,104000,74800,7.17,3010,0,False
L003157,C02091,2,54000,6200,15.94,2700,0,False
L003158,C02091,3,1859000,1684800,3.08,7760,0,False
L003159,C02092,2,15000,2100,22.0,750,0,False
L003160,C02093,2,45000,8100,16.76,2250,0,False
L003161,C02093,1,257000,186300,6.44,6540,0,False
L003162,C02094,2,36000,19000,17.66,1800,0,False
L003163,C02094,4,148000,120000,8.42,2420,0,False
L003164,C02095,3,1555000,909000,2.69,7310,2,False
L003165,C02095,4,191000,104100,8.98,2280,0,False
L003166,C02096,3,877000,785800,2.95,4630,0,False
L003167,C02096,2,32000,15200,19.37,1600,0,False
L003168,C02097,4,163000,100400,8.83,3440,0,False
L003169,C02097,3,2292000,1534100,3.0,9870,1,False
L003170,C02097,1,326000,170800,6.0,9000,0,False
L003171,C02097,2,25000,18500,18.32,1250,1,False
L003172,C02098,4,157000,58100,8.5,4690,0,False
L003173,C02099,2,65000,42100,13.64,3250,0,False
L003174,C02099,3,2380000,1765100,3.1,12010,2,False
L003175,C02100,3,1150000,591400,3.44,4500,0,False
L003176,C02100,1,335000,131300,6.6,5070,1,False
L003177,C02101,4,296000,86100,7.48,4030,0,False
L003178,C02102,3,1293000,1079200,3.54,5950,0,False
L003179,C02103,3,1204000,1077700,2.93,5080,0,False
L003180,C02104,4,328000,71700,7.85,12230,0,False
L003181,C02104,3,1545000,882800,2.36,7000,4,False
L003182,C02105,3,972000,580200,2.61,4460,0,False
L003183,C02105,4,73000,60800,7.55,1500,0,False
L003184,C02106,4,67000,16200,6.73,950,0,False
L003185,C02107,2,11000,6500,22.5,550,0,False
L003186,C02108,3,1320000,829100,2.54,4860,0,False
L003187,C02109,2,58000,7600,15.35,2900,0,False
L003188,C02110,4,140000,40300,9.68,2010,1,False
L003189,C02110,3,1189000,874400,3.24,4910,0,False
L003190,C02110,1,170000,148200,6.66,3000,0,False
L003191,C02111,4,381000,329000,5.89,14020,3,False
L003192,C02111,3,2096000,1698400,2.33,8480,0,False
L003193,C02112,3,615000,334600,3.11,2870,0,False
L003194,C02112,1,121000,94000,9.36,3530,4,True
L003195,C02113,2,23000,19400,17.78,1150,0,False
L003196,C02114,2,23000,7900,23.5,1150,0,True
L003197,C02115,3,969000,635700,3.4,4180,0,False
L003198,C02116,1,127000,67400,5.74,1780,0,False
L003199,C02116,4,75000,44700,8.87,1020,0,False
L003200,C02117,3,1534000,1038600,3.31,6660,0,False
L003201,C02117,2,85000,4300,16.36,4250,0,False
L003202,C02117,1,509000,203800,7.43,6850,0,False
L003203,C02118,2,24000,4800,21.45,1200,0,False
L003204,C02119,3,2023000,1045900,2.98,8360,0,False
L003205,C02120,2,9000,7400,17.6,450,0,False
L003206,C02120,4,111000,84100,10.26,1360,0,False
L003207,C02121,2,23000,18200,16.89,1150,0,False
