employment_id,customer_id,employment_status,monthly_income,valid_from,valid_to
2632,C02632,Temporary/Probation/Freelance,26100,2026-09-10,
2633,C02633,Temporary/Probation/Freelance,31000,2026-09-10,
2634,C02634,Unemployed,12300,2026-09-10,
2635,C02635,Permanent employment,39600,2026-09-10,
2636,C02636,Permanent employment,38700,2026-09-10,
2637,C02637,Retired,20800,2026-09-10,
2638,C02638,Self-employed,38300,2026-09-10,
2639,C02639,Retired,24000,2026-09-10,
2640,C02640,Permanent employment,41900,2026-09-10,
2641,C02641,Permanent employment,48500,2026-09-10,
2642,C02642,Permanent employment,29900,2026-09-10,
2643,C02643,Permanent employment,57600,2026-09-10,
2644,C02644,Permanent employment,43200,2026-09-10,
2645,C02645,Student,14900,2026-09-10,
2646,C02646,Permanent employment,48400,2026-09-10,
2647,C02647,Permanent employment,43800,2026-09-10,
2648,C02648,Self-employed,53100,2026-09-10,
2649,C02649,Permanent employment,47400,2026-09-10,
2650,C02650,Permanent employment,43800,2026-09-10,
2651,C02651,Permanent employment,54800,2026-09-10,
2652,C02652,Permanent employment,52800,2026-09-10,
2653,C02653,Permanent employment,33800,2026-09-10,
2654,C02654,Student,15300,2026-09-10,
2655,C02655,Retired,24400,2026-09-10,
2656,C02656,Permanent employment,56500,2026-09-10,
2657,C02657,Retired,21600,2026-09-10,
2658,C02658,Retired,12000,2026-09-10,
2659,C02659,Permanent employment,35500,2026-09-10,
2660,C02660,Permanent employment,31800,2026-09-10,
2661,C02661,Permanent employment,40200,2026-09-10,
2662,C02662,Retired,19900,2026-09-10,
2663,C02663,Student,11900,2026-09-10,
2664,C02664,Retired,25700,2026-09-10,
2665,C02665,Temporary/Probation/Freelance,35100,2026-09-10,
2666,C02666,Permanent employment,48900,2026-09-10,
2667,C02667,Self-employed,79900,2026-09-10,
2668,C02668,Permanent employment,43000,2026-09-10,
2669,C02669,Retired,27500,2026-09-10,
2670,C02670,Parental leave,35300,2026-09-10,
2671,C02671,Retired,19400,2026-09-10,
2672,C02672,Temporary/Probation/Freelance,19900,2026-09-10,
2673,C02673,Unemployed,15500,2026-09-10,
2674,C02674,Temporary/Probation/Freelance,26800,2026-09-10,
2675,C02675,Retired,29400,2026-09-10,
2676,C02676,Permanent employment,50100,2026-09-10,
2677,C02677,Temporary/Probation/Freelance,37900,2026-09-10,
2678,C02678,Unemployed,10900,2026-09-10,
2679,C02679,Permanent employment,34000,2026-09-10,
2680,C02680,Permanent employment,45700,2026-09-10,
2681,C02681,Permanent employment,43800,2026-09-10,
2682,C02682,Temporary/Probation/Freelance,33700,2026-09-10,
2683,C02683,Temporary/Probation/Freelance,40900,2026-09-10,
2684,C02684,Permanent employment,44300,2026-09-10,
2685,C02685,Permanent employment,35500,2026-09-10,
2686,C02686,Temporary/Probation/Freelance,15000,2026-09-10,
2687,C02687,Unemployed,8800,2026-09-10,
2688,C02688,Permanent employment,35700,2026-09-10,
2689,C02689,Temporary/Probation/Freelance,35300,2026-09-10,
2690,C02690,Permanent employment,44700,2026-09-10,
2691,C02691,Permanent employment,45500,2026-09-10,
2692,C02692,Permanent employment,50100,2026-09-10,
2693,C02693,Student,16800,2026-09-10,
2694,C02694,Permanent employment,43600,2026-09-10,
2695,C02695,Retired,29100,2026-09-10,
2696,C02696,Permanent employment,47500,2026-09-10,
2697,C02697,Permanent employment,32100,2026-09-10,
2698,C02698,Permanent employment,34600,2026-09-10,
2699,C02699,Permanent employment,40600,2026-09-10,
2700,C02700,Permanent employment,44400,2026-09-10,
2701,C02701,Temporary/Probation/Freelance,33800,2026-09-10,
2702,C02702,Retired,22500,2026-09-10,
2703,C02703,Permanent employment,26100,2026-09-10,
2704,C02704,Permanent employment,27400,2026-09-10,
2705,C02705,Temporary/Probation/Freelance,15300,2026-09-10,
2706,C02706,Retired,22500,2026-09-10,
2707,C02707,Permanent employment,41900,2026-09-10,
2708,C02708,Permanent employment,48000,2026-09-10,
2709,C02709,Student,7500,2026-09-10,
2710,C02710,Parental leave,32400,2026-09-10,
2711,C02711,Retired,16100,2026-09-10,
2712,C02712,Unemployed,11400,2026-09-10,
2713,C02713,Self-employed,18000,2026-09-10,
2714,C02714,Parental leave,26800,2026-09-10,
2715,C02715,Permanent employment,24600,2026-09-10,
2716,C02716,Temporary/Probation/Freelance,26700,2026-09-10,
2717,C02717,Permanent employment,41100,2026-09-10,
2718,C02718,Retired,25600,2026-09-10,
2719,C02719,Retired,12000,2026-09-10,
2720,C02720,Temporary/Probation/Freelance,23100,2026-09-10,
2721,C02721,Permanent employment,49800,2026-09-10,
2722,C02722,Permanent employment,50000,2026-09-10,
2723,C02723,Permanent employment,43400,2026-09-10,
2724,C02724,Permanent employment,45500,2026-09-10,
2725,C02725,Temporary/Probation/Freelance,21000,2026-09-10,
2726,C02726,Temporary/Probation/Freelance,27000,2026-09-10,
2727,C02727,Student,14100,2026-09-10,
2728,C02728,Parental leave,22500,2026-09-10,
2729,C02729,Temporary/Probation/Freelance,31200,2026-09-10,
2730,C02730,Unemployed,16200,2026-09-10,
2731,C02731,Permanent employment,43300,2026-09-10,
2732,C02732,Permanent employment,44000,2026-09-10,
2733,C02733,Student,9200,2026-09-10,
2734,C02734,Retired,27400,2026-09-10,
2735,C02735,Permanent employment,44400,2026-09-10,
2736,C02736,Self-employed,53900,2026-09-10,
2737,C02737,Retired,21300,2026-09-10,
2738,C02738,Permanent employment,42800,2026-09-10,
2739,C02739,Permanent employment,46800,2026-09-10,
2740,C02740,Student,5500,2026-09-10,
2741,C02741,Unemployed,9500,2026-09-10,
2742,C02742,Permanent employment,53900,2026-09-10,
2743,C02743,Permanent employment,41000,2026-09-10,
2744,C02744,Permanent employment,36300,2026-09-10,
2745,C02745,Permanent employment,40100,2026-09-10,
2746,C02746,Permanent employment,36600,2026-09-10,
2747,C02747,Permanent employment,44700,2026-09-10,
2748,C02748,Permanent employment,37300,2026-09-10,
2749,C02749,Retired,27000,2026-09-10,
2750,C02750,Permanent employment,33900,2026-09-10,
2751,C02751,Permanent employment,36200,2026-09-10,
2752,C02752,Permanent employment,44800,2026-09-10,
2753,C02753,Permanent employment,40700,2026-09-10,
2754,C02754,Permanent employment,51300,2026-09-10,
2755,C02755,Retired,35500,2026-09-10,
2756,C02756,Permanent employment,43100,2026-09-10,
2757,C02757,Permanent employment,49700,2026-09-10,
2758,C02758,Retired,16600,2026-09-10,
2759,C02759,Unemployed,3700,2026-09-10,
2760,C02760,Permanent employment,23100,2026-09-10,
2761,C02761,Permanent employment,34600,2026-09-10,
2762,C02762,Permanent employment,45100,2026-09-10,
2763,C02763,Permanent employment,31400,2026-09-10,
2764,C02764,Permanent employment,50200,2026-09-10,
2765,C02765,Permanent employment,33900,2026-09-10,
2766,C02766,Retired,27400,2026-09-10,
2767,C02767,Permanent employment,45300,2026-09-10,
2768,C02768,Temporary/Probation/Freelance,22700,2026-09-10,
2769,C02769,Permanent employment,52200,2026-09-10,
2770,C02770,Permanent employment,46100,2026-09-10,
2771,C02771,Student,9900,2026-09-10,
2772,C02772,Permanent employment,47100,2026-09-10,
2773,C02773,Retired,20900,2026-09-10,
2774,C02774,Unemployed,6300,2026-09-10,
2775,C02775,Parental leave,30700,2026-09-10,
2776,C02776,Permanent employment,60600,2026-09-10,
2777,C02777,Student,14200,2026-09-10,
2778,C02778,Temporary/Probation/Freelance,32300,2026-09-10,
2779,C02779,Permanent employment,47700,2026-09-10,
2780,C02780,Temporary/Probation/Freelance,30000,2026-09-10,
2781,C02781,Temporary/Probation/Freelance,15000,2026-09-10,
2782,C02782,Retired,16500,2026-09-10,
2783,C02783,Retired,23500,2026-09-10,
2784,C02784,Permanent employment,49500,2026-09-10,
2785,C02785,Retired,36700,2026-09-10,
2786,C02786,Permanent employment,30500,2026-09-10,
2787,C02787,Permanent employment,47600,2026-09-10,
2788,C02788,Permanent employment,22400,2026-09-10,
2789,C02789,Retired,21600,2026-09-10,
2790,C02790,Retired,23700,2026-09-10,
2791,C02791,Permanent employment,54800,2026-09-10,
2792,C02792,Retired,18200,2026-09-10,
2793,C02793,Permanent employment,42600,2026-09-10,
2794,C02794,Permanent employment,44900,2026-09-10,
2795,C02795,Permanent employment,39900,2026-09-10,
2796,C02796,Permanent employment,41300,2026-09-10,
2797,C02797,Student,2800,2026-09-10,
2798,C02798,Permanent employment,49400,2026-09-10,
2799,C02799,Retired,13900,2026-09-10,
2800,C02800,Permanent employment,45400,2026-09-10,
2801,C02801,Permanent employment,34300,2026-09-10,
2802,C02802,Retired,18600,2026-09-10,
2803,C02803,Retired,15700,2026-09-10,
2804,C02804,Permanent employment,41000,2026-09-10,
2805,C02805,Permanent employment,52500,2026-09-10,
2806,C02806,Retired,19000,2026-09-10,
2807,C02807,Permanent employment,36100,2026-09-10,
2808,C02808,Permanent employment,37900,2026-09-10,
2809,C02809,Unemployed,13700,2026-09-10,
2810,C02810,Unemployed,16700,2026-09-10,
2811,C02811,Permanent employment,28800,2026-09-10,
2812,C02812,Permanent employment,44700,2026-09-10,
2813,C02813,Permanent employment,51700,2026-09-10,
2814,C02814,Permanent employment,30900,2026-09-10,
2815,C02815,Permanent employment,46300,2026-09-10,
2816,C02816,Permanent employment,35900,2026-09-10,
2817,C02817,Permanent employment,52700,2026-09-10,
2818,C02818,Student,18500,2026-09-10,
2819,C02819,Temporary/Probation/Freelance,20500,2026-09-10,
2820,C02820,Permanent employment,47000,2026-09-10,
2821,C02821,Self-employed,51400,2026-09-10,
2822,C02822,Permanent employment,38900,2026-09-10,
2823,C02823,Retired,22300,2026-09-10,
2824,C02824,Unemployed,11700,2026-09-10,
2825,C02825,Unemployed,7700,2026-09-10,
2826,C02826,Retired,22800,2026-09-10,
2827,C02827,Unemployed,17500,2026-09-10,
2828,C02828,Permanent employment,45700,2026-09-10,
2829,C02829,Permanent employment,46300,2026-09-10,
2830,C02830,Student,5100,2026-09-10,
2831,C02831,Permanent employment,36000,2026-09-10,
2832,C02832,Permanent employment,38700,2026-09-10,
2833,C02833,Permanent employment,24600,2026-09-10,
2834,C02834,Permanent employment,27300,2026-09-10,
2835,C02835,Permanent employment,35600,2026-09-10,
2836,C02836,Retired,26100,2026-09-10,
2837,C02837,Retired,12400,2026-09-10,
2838,C02838,Student,11600,2026-09-10,
2839,C02839,Permanent employment,37200,2026-09-10,
2840,C02840,Unemployed,18800,2026-09-10,
2841,C02841,Temporary/Probation/Freelance,25200,2026-09-10,
2842,C02842,Permanent employment,39800,2026-09-10,
2843,C02843,Retired,18600,2026-09-10,
2844,C02844,Permanent employment,37900,2026-09-10,
2845,C02845,Unemployed,14400,2026-09-10,
2846,C02846,Permanent employment,47000,2026-09-10,
2847,C02847,Self-employed,44200,2026-09-10,
2848,C02848,Permanent employment,29100,2026-09-10,
2849,C02849,Unemployed,15600,2026-09-10,
2850,C02850,Permanent employment,36500,2026-09-10,
2851,C02851,Permanent employment,35400,2026-09-10,
2852,C02852,Permanent employment,34000,2026-09-10,
2853,C02853,Permanent employment,43400,2026-09-10,
2854,C02854,Permanent employment,35000,2026-09-10,
2855,C02855,Permanent employment,40600,2026-09-10,
2856,C02856,Permanent employment,27000,2026-09-10,
2857,C02857,Permanent employment,41500,2026-09-10,
2858,C02858,Temporary/Probation/Freelance,38400,2026-09-10,
2859,C02859,Permanent employment,34300,2026-09-10,
2860,C02860,Permanent employment,37600,2026-09-10,
2861,C02861,Retired,19000,2026-09-10,
2862,C02862,Permanent employment,38400,2026-09-10,
2863,C02863,Retired,18000,2026-09-10,
2864,C02864,Permanent employment,40800,2026-09-10,
2865,C02865,Permanent employment,51500,2026-09-10,
2866,C02866,Permanent employment,44200,2026-09-10,
2867,C02867,Permanent employment,50500,2026-09-10,
2868,C02868,Permanent employment,64300,2026-09-10,
2869,C02869,Self-employed,74700,2026-09-10,
2870,C02870,Permanent employment,44900,2026-09-10,
2871,C02871,Retired,20000,2026-09-10,
2872,C02872,Retired,29700,2026-09-10,
2873,C02873,Retired,29700,2026-09-10,
2874,C02874,Permanent employment,48800,2026-09-10,
2875,C02875,Unemployed,19900,2026-09-10,
2876,C02876,Permanent employment,38400,2026-09-10,
2877,C02877,Permanent employment,47000,2026-09-10,
2878,C02878,Permanent employment,37700,2026-09-10,
2879,C02879,Permanent employment,49800,2026-09-10,
2880,C02880,Permanent employment,34800,2026-09-10,
2881,C02881,Temporary/Probation/Freelance,32900,2026-09-10,
2882,C02882,Permanent employment,30500,2026-09-10,
2883,C02883,Permanent employment,37900,2026-09-10,
2884,C02884,Temporary/Probation/Freelance,43700,2026-09-10,
2885,C02885,Unemployed,11900,2026-09-10,
2886,C02886,Retired,23200,2026-09-10,
2887,C02887,Permanent employment,52500,2026-09-10,
2888,C02888,Permanent employment,48300,2026-09-10,
2889,C02889,Temporary/Probation/Freelance,16300,2026-09-10,
2890,C02890,Retired,22900,2026-09-10,
2891,C02891,Unemployed,15500,2026-09-10,
2892,C02892,Permanent employment,52600,2026-09-10,
2893,C02893,Permanent employment,51300,2026-09-10,
2894,C02894,Permanent employment,42600,2026-09-10,
2895,C02895,Self-employed,56400,2026-09-10,
2896,C02896,Permanent employment,42500,2026-09-10,
2897,C02897,Self-employed,35900,2026-09-10,
2898,C02898,Unemployed,18400,2026-09-10,
2899,C02899,Permanent employment,52200,2026-09-10,
2900,C02900,Unemployed,15100,2026-09-10,
2901,C02901,Permanent employment,33400,2026-09-10,
2902,C02902,Permanent employment,42800,2026-09-10,
2903,C02903,Student,10200,2026-09-10,
2904,C02904,Permanent employment,51500,2026-09-10,
2905,C02905,Self-employed,39500,2026-09-10,
2906,C02906,Temporary/Probation/Freelance,30200,2026-09-10,
2907,C02907,Retired,25200,2026-09-10,
2908,C02908,Temporary/Probation/Freelance,27800,2026-09-10,
2909,C02909,Permanent employment,46800,2026-09-10,
2910,C02910,Unemployed,14400,2026-09-10,
2911,C02911,Unemployed,10700,2026-09-10,
2912,C02912,Temporary/Probation/Freelance,25600,2026-09-10,
2913,C02913,Retired,14000,2026-09-10,
2914,C02914,Retired,18700,2026-09-10,
2915,C02915,Parental leave,38600,2026-09-10,
2916,C02916,Permanent employment,47600,2026-09-10,
2917,C02917,Permanent employment,37400,2026-09-10,
2918,C02918,Retired,22600,2026-09-10,
2919,C02919,Permanent employment,38900,2026-09-10,
2920,C02920,Self-employed,58100,2026-09-10,
2921,C02921,Permanent employment,46800,2026-09-10,
2922,C02922,Permanent employment,47800,2026-09-10,
2923,C02923,Permanent employment,40800,2026-09-10,
2924,C02924,Temporary/Probation/Freelance,38000,2026-09-10,
2925,C02925,Permanent employment,36700,2026-09-10,
2926,C02926,Permanent employment,38800,2026-09-10,
2927,C02927,Retired,21100,2026-09-10,
2928,C02928,Retired,29500,2026-09-10,
2929,C02929,Permanent employment,39200,2026-09-10,
2930,C02930,Permanent employment,38200,2026-09-10,
2931,C02931,Permanent employment,45100,2026-09-10,
2932,C02932,Permanent employment,60100,2026-09-10,
2933,C02933,Student,5100,2026-09-10,
2934,C02934,Permanent employment,53700,2026-09-10,
2935,C02935,Permanent employment,42900,2026-09-10,
2936,C02936,Student,10000,2026-09-10,
2937,C02937,Permanent employment,38800,2026-09-10,
2938,C02938,Permanent employment,49400,2026-09-10,
2939,C02939,Retired,31200,2026-09-10,
2940,C02940,Temporary/Probation/Freelance,42000,2026-09-10,
2941,C02941,Permanent employment,47000,2026-09-10,
2942,C02942,Permanent employment,40200,2026-09-10,
2943,C02943,Permanent employment,57500,2026-09-10,
2944,C02944,Permanent employment,39800,2026-09-10,
2945,C02945,Permanent employment,37600,2026-09-10,
2946,C02946,Student,11400,2026-09-10,
2947,C02947,Permanent employment,38300,2026-09-10,
2948,C02948,Self-employed,36000,2026-09-10,
2949,C02949,Permanent employment,49400,2026-09-10,
2950,C02950,Temporary/Probation/Freelance,53000,2026-09-10,
2951,C02951,Retired,27900,2026-09-10,
2952,C02952,Permanent employment,51300,2026-09-10,
2953,C02953,Permanent employment,39500,2026-09-10,
2954,C02954,Permanent employment,46900,2026-09-10,
2955,C02955,Retired,12000,2026-09-10,
2956,C02956,Unemployed,8700,2026-09-10,
2957,C02957,Permanent employment,44100,2026-09-10,
2958,C02958,Retired,26400,2026-09-10,
2959,C02959,Permanent employment,50900,2026-09-10,
2960,C02960,Retired,22600,2026-09-10,
2961,C02961,Unemployed,20000,2026-09-10,
2962,C02962,Permanent employment,48900,2026-09-10,
2963,C02963,Permanent employment,32300,2026-09-10,
2964,C02964,Self-employed,18000,2026-09-10,
2965,C02965,Permanent employment,43900,2026-09-10,
2966,C02966,Permanent employment,41300,2026-09-10,
2967,C02967,Unemployed,14900,2026-09-10,
2968,C02968,Temporary/Probation/Freelance,27300,2026-09-10,
2969,C02969,Retired,19700,2026-09-10,
2970,C02970,Permanent employment,39900,2026-09-10,
2971,C02971,Permanent employment,44600,2026-09-10,
2972,C02972,Student,14200,2026-09-10,
2973,C02973,Retired,16400,2026-09-10,
2974,C02974,Unemployed,13400,2026-09-10,
2975,C02975,Temporary/Probation/Freelance,41400,2026-09-10,
2976,C02976,Student,1300,2026-09-10,
2977,C02977,Permanent employment,47500,2026-09-10,
2978,C02978,Temporary/Probation/Freelance,28300,2026-09-10,
2979,C02979,Permanent employment,37500,2026-09-10,
2980,C02980,Retired,20000,2026-09-10,
2981,C02981,Self-employed,63600,2026-09-10,
2982,C02982,Parental leave,29200,2026-09-10,
2983,C02983,Permanent employment,35500,2026-09-10,
2984,C02984,Permanent employment,36900,2026-09-10,
2985,C02985,Permanent employment,41500,2026-09-10,
2986,C02986,Retired,30000,2026-09-10,
2987,C02987,Temporary/Probation/Freelance,26000,2026-09-10,
2988,C02988,Permanent employment,44800,2026-09-10,
2989,C02989,Permanent employment,38200,2026-09-10,
2990,C02990,Permanent employment,40200,2026-09-10,
2991,C02991,Permanent employment,36900,2026-09-10,
2992,C02992,Retired,17400,2026-09-10,
2993,C02993,Permanent employment,39500,2026-09-10,
2994,C02994,Temporary/Probation/Freelance,25800,2026-09-10,
2995,C02995,Permanent employment,48500,2026-09-10,
2996,C02996,Temporary/Probation/Freelance,30500,2026-09-10,
2997,C02997,Permanent employment,31700,2026-09-10,
2998,C02998,Unemployed,17400,2026-09-10,
2999,C02999,Permanent employment,51300,2026-09-10,
3000,C03000,Retired,17500,2026-09-10,
3001,C03001,Retired,35300,2026-09-10,
3002,C03002,Retired,26600,2026-09-10,
3003,C03003,Permanent employment,40900,2026-09-10,
3004,C03004,Self-employed,51500,2026-09-10,
3005,C03005,Unemployed,15400,2026-09-10,
3006,C03006,Retired,23100,2026-09-10,
3007,C03007,Retired,28400,2026-09-10,
3008,C03008,Temporary/Probation/Freelance,27400,2026-09-10,
3009,C03009,Permanent employment,54000,2026-09-10,
3010,C03010,Student,0,2026-09-10,
3011,C03011,Permanent employment,38600,2026-09-10,
3012,C03012,Parental leave,32100,2026-09-10,
3013,C03013,Unemployed,13700,2026-09-10,
