loan_id,customer_id,loan_type,original_amount,current_balance,interest_rate,monthly_payment,late_payments,default_flag
L005127,C03388,Car Loan,248000,108900,6.98,9420,1,1
L005128,C03389,Credit Card,18000,4200,13.89,900,2,0
L005129,C03390,Mortgage,1435000,1006000,2.2,5170,0,0
L005130,C03390,Personal Loan,348000,142600,6.66,4080,1,0
L005131,C03390,Credit Card,14000,1300,14.39,700,0,0
L005132,C03391,Credit Card,63000,29400,16.46,3150,2,0
L005133,C03392,Credit Card,58000,42200,17.62,2900,0,0
L005134,C03393,Credit Card,11000,8100,17.86,550,0,0
L005135,C03394,Personal Loan,171000,41600,5.88,2420,0,0
L005136,C03394,Mortgage,1233000,1046000,2.59,5550,0,0
L005137,C03395,Personal Loan,70000,24200,9.86,800,1,0
L005138,C03396,Personal Loan,77000,42100,9.54,980,0,0
L005139,C03397,Personal Loan,34000,21800,9.88,690,1,0
L005140,C03397,Car Loan,65000,48600,8.35,1750,0,0
L005141,C03398,Mortgage,1220000,965500,2.87,5150,0,0
L005142,C03399,Credit Card,14000,8500,15.6,700,0,0
L005143,C03400,Credit Card,49000,39700,11.98,2450,0,0
L005144,C03401,Mortgage,667000,370500,2.61,2360,0,0
L005145,C03402,Credit Card,27000,19400,22.0,1350,0,0
L005146,C03402,Mortgage,836000,729400,2.89,3450,1,0
L005147,C03403,Mortgage,2038000,1021200,2.46,9200,0,0
L005148,C03404,Mortgage,994000,626900,3.16,4910,0,0
L005149,C03404,Personal Loan,79000,62300,11.53,1080,0,0
L005150,C03405,Credit Card,29000,7000,18.57,1450,0,0
L005151,C03406,Car Loan,213000,73600,10.5,7050,0,0
L005152,C03407,Personal Loan,60000,18000,9.73,700,0,0
L005153,C03408,Mortgage,2254000,2037300,3.05,9390,0,0
L005154,C03409,Mortgage,2148000,1998500,2.91,9820,0,0
L005155,C03410,Credit Card,30000,9200,15.89,1500,0,0
L005156,C03410,Mortgage,991000,800300,2.57,4770,0,0
L005157,C03411,Credit Card,8000,3900,20.66,400,0,0
L005158,C03411,Personal Loan,41000,32400,8.05,1020,0,0
L005159,C03412,Credit Card,30000,19100,19.38,1500,3,0
L005160,C03412,Mortgage,1753000,1505600,2.36,8170,0,0
L005161,C03413,Credit Card,5000,3100,18.79,250,0,0
L005162,C03414,Mortgage,1442000,901300,2.58,6920,0,0
L005163,C03415,Credit Card,5000,500,16.06,250,1,0
L005164,C03415,Car Loan,50000,22500,8.3,1490,0,0
L005165,C03416,Credit Card,39000,11700,15.0,1950,0,0
L005166,C03417,Car Loan,147000,94100,6.24,2350,0,0
L005167,C03418,Car Loan,208000,131000,8.2,4220,0,0
L005168,C03419,Mortgage,825000,409700,2.84,2940,0,0
L005169,C03419,Credit Card,13000,1700,15.04,650,0,0
L005170,C03420,Credit Card,30000,20100,19.81,1500,2,0
L005171,C03421,Mortgage,1457000,1140000,3.62,6350,0,0
L005172,C03422,Mortgage,684000,646800,2.77,3400,0,0
L005173,C03423,Mortgage,2087000,1199900,3.18,8320,0,0
L005174,C03424,Car Loan,182000,133600,5.51,2800,0,0
L005175,C03425,Mortgage,941000,858000,2.39,4400,0,0
L005176,C03426,Mortgage,1374000,658200,3.28,5910,1,0
L005177,C03426,Credit Card,28000,12600,20.71,1400,0,0
L005178,C03426,Car Loan,242000,89200,7.7,3180,0,0
L005179,C03427,Mortgage,1470000,744600,3.54,6860,0,0
L005180,C03427,Credit Card,43000,7800,19.02,2150,0,0
L005181,C03427,Personal Loan,258000,132400,9.3,6310,1,0
L005182,C03428,Mortgage,2184000,1252500,2.52,9040,0,0
L005183,C03429,Mortgage,1403000,703400,3.19,5820,0,0
L005184,C03430,Credit Card,35000,14200,15.5,1750,0,0
L005185,C03431,Mortgage,1797000,949300,3.33,6890,0,0
L005186,C03432,Credit Card,13000,6000,14.2,650,0,0
L005187,C03433,Mortgage,2445000,1297700,2.87,8540,0,0
L005188,C03433,Credit Card,58000,32800,14.22,2900,0,0
L005189,C03434,Car Loan,315000,259900,6.71,6550,0,0
L005190,C03435,Mortgage,1577000,1208200,3.5,6640,0,0
L005191,C03436,Mortgage,2103000,1765700,2.62,8070,0,0
L005192,C03437,Credit Card,36000,8600,18.81,1800,1,0
L005193,C03438,Mortgage,1577000,1267900,3.33,7730,0,0
L005194,C03439,Mortgage,1747000,1004000,2.73,6570,0,0
L005195,C03440,Credit Card,31000,20700,17.47,1550,0,0
L005196,C03441,Credit Card,41000,7100,16.37,2050,0,0
L005197,C03441,Mortgage,1209000,1038500,3.1,5730,0,0
L005198,C03442,Mortgage,1264000,924100,3.01,5040,0,0
L005199,C03442,Personal Loan,85000,65700,10.43,2080,0,0
L005200,C03443,Personal Loan,177000,147900,7.62,2510,0,0
L005201,C03444,Mortgage,1042000,517600,2.87,4520,0,0
L005202,C03445,Car Loan,197000,104600,5.15,4260,0,0
L005203,C03445,Mortgage,609000,537600,3.24,2730,1,0
L005204,C03446,Credit Card,39000,9100,17.23,1950,0,0
L005205,C03447,Credit Card,6000,1000,17.56,300,0,0
L005206,C03448,Mortgage,1009000,589800,3.35,4260,0,0
L005207,C03449,Credit Card,20000,8800,17.39,1000,1,0
L005208,C03450,Credit Card,30000,10300,14.89,1500,0,0
L005209,C03451,Mortgage,2228000,1931300,3.45,10270,0,0
L005210,C03452,Credit Card,66000,25100,15.42,3300,0,0
L005211,C03453,Mortgage,1459000,659400,3.26,5810,3,0
L005212,C03454,Mortgage,1523000,1355700,3.43,6650,0,0
L005213,C03454,Credit Card,23000,10200,17.87,1150,0,0
L005214,C03455,Mortgage,1364000,979900,2.53,6160,3,0
L005215,C03455,Personal Loan,45000,19200,9.73,480,0,0
L005216,C03456,Car Loan,203000,65300,5.75,3010,0,0
L005217,C03456,Mortgage,1545000,727400,3.44,5440,0,0
L005218,C03457,Credit Card,55000,10600,15.54,2750,0,0
L005219,C03457,Personal Loan,331000,165800,8.83,3470,1,0
L005220,C03457,Mortgage,2378000,1176000,2.81,9100,2,0
L005221,C03458,Car Loan,148000,67100,5.24,4630,0,0
L005222,C03459,Mortgage,1894000,1279200,3.12,8870,0,0
L005223,C03460,Car Loan,329000,247800,5.93,5610,0,0
L005224,C03460,Credit Card,29000,11800,18.62,1450,0,0
L005225,C03460,Mortgage,933000,600700,2.78,4430,3,0
L005226,C03461,Mortgage,1727000,1123700,2.68,6950,0,0
L005227,C03462,Car Loan,211000,75100,3.64,3010,0,0
L005228,C03463,Credit Card,14000,1500,20.22,700,1,0
L005229,C03464,Personal Loan,152000,56500,7.96,1650,0,0
L005230,C03464,Car Loan,289000,257500,8.92,11320,0,0
L005231,C03465,Mortgage,1566000,946000,2.37,6720,0,0
L005232,C03466,Mortgage,1462000,1255400,2.92,7640,0,0
L005233,C03466,Credit Card,85000,12700,15.01,4250,0,0
L005234,C03467,Mortgage,1820000,1119400,2.5,7360,0,0
L005235,C03467,Personal Loan,308000,98800,10.2,3360,0,0
L005236,C03468,Mortgage,2255000,2140100,2.55,11010,0,0
L005237,C03469,Mortgage,1212000,950500,3.66,6500,0,0
L005238,C03470,Personal Loan,172000,90600,8.83,2170,0,0
L005239,C03470,Mortgage,1420000,1039400,2.9,5460,0,0
L005240,C03471,Credit Card,10000,800,14.85,500,0,0
L005241,C03472,Personal Loan,34000,24600,9.41,450,0,0
L005242,C03473,Mortgage,2207000,1336200,2.95,10320,0,0
L005243,C03474,Credit Card,79000,20200,17.72,3950,0,0
L005244,C03475,Mortgage,502000,347700,3.41,2440,0,0
L005245,C03475,Credit Card,12000,6000,22.5,600,0,0
L005246,C03476,Mortgage,1166000,660100,3.3,4540,0,0
L005247,C03477,Mortgage,810000,582200,2.91,3150,0,0
L005248,C03477,Car Loan,155000,67900,6.85,4450,0,0
L005249,C03477,Credit Card,24000,8700,17.35,1200,0,0
L005250,C03478,Mortgage,1241000,617600,2.99,4890,0,0
L005251,C03479,Mortgage,1507000,789700,3.09,6850,2,0
L005252,C03479,Credit Card,55000,26600,17.68,2750,0,0
L005253,C03480,Credit Card,15000,3600,14.58,750,0,0
L005254,C03481,Mortgage,1202000,579900,3.5,4750,0,0
L005255,C03482,Mortgage,2491000,1989800,3.4,12810,0,0
L005256,C03483,Car Loan,171000,139800,7.7,4590,1,0
L005257,C03483,Credit Card,15000,3200,13.25,750,0,0
L005258,C03483,Mortgage,1636000,1172900,3.23,7170,0,0
L005259,C03484,Mortgage,854000,709200,3.5,4120,0,0
L005260,C03485,Car Loan,101000,39100,6.22,4020,0,0
L005261,C03485,Credit Card,46000,16500,14.05,2300,0,0
L005262,C03486,Personal Loan,169000,75400,10.09,2280,0,0
L005263,C03487,Mortgage,2163000,1894900,2.68,8650,0,0
L005264,C03488,Credit Card,29000,9600,16.76,1450,0,0
L005265,C03489,Credit Card,22000,12400,23.5,1100,0,0
L005266,C03489,Car Loan,75000,44300,10.8,1410,0,0
L005267,C03490,Credit Card,22000,4400,21.18,1100,2,0
L005268,C03490,Car Loan,151000,135700,7.82,5150,0,0
L005269,C03490,Personal Loan,131000,84900,8.34,1490,2,0
L005270,C03491,Mortgage,1854000,1460900,3.04,9210,0,0
L005271,C03492,Mortgage,2082000,1176000,3.33,9300,0,0
L005272,C03492,Credit Card,44000,17500,16.55,2200,0,0
L005273,C03493,Personal Loan,173000,41800,8.86,2630,0,0
L005274,C03494,Car Loan,144000,47000,6.54,2610,0,0
L005275,C03495,Personal Loan,168000,113600,7.55,2660,0,0
L005276,C03495,Credit Card,7000,1000,16.72,350,2,0
L005277,C03496,Credit Card,32000,16100,15.87,1600,0,0
L005278,C03496,Mortgage,1115000,1028700,3.03,5510,0,0
L005279,C03497,Credit Card,7000,4700,14.74,350,0,0
L005280,C03498,Mortgage,1859000,1486000,2.91,7300,1,0
L005281,C03498,Personal Loan,316000,257400,6.87,6260,0,0
L005282,C03498,Credit Card,20000,15700,15.23,1000,0,0
L005283,C03499,Personal Loan,221000,168000,7.74,2550,1,0
L005284,C03500,Mortgage,2241000,1536200,3.54,9210,0,0
L005285,C03500,Car Loan,167000,91700,7.14,2420,1,0
L005286,C03501,Personal Loan,208000,119800,10.22,2500,0,0
L005287,C03502,Credit Card,23000,5000,18.17,1150,0,0
L005288,C03502,Personal Loan,184000,140300,8.65,3530,0,0
L005289,C03503,Mortgage,1945000,1022000,2.95,9320,0,0
L005290,C03504,Car Loan,200000,70800,4.06,2850,1,0
L005291,C03505,Credit Card,11000,6000,16.84,550,0,0
L005292,C03505,Mortgage,1249000,1132000,2.23,6210,0,0
L005293,C03506,Personal Loan,167000,88200,12.03,2580,0,0
L005294,C03507,Car Loan,54000,22000,6.48,1440,0,0
L005295,C03508,Mortgage,1428000,949000,3.09,6350,2,0
L005296,C03509,Mortgage,971000,635800,3.17,3670,0,0
L005297,C03510,Credit Card,5000,300,16.6,250,0,0
L005298,C03511,Mortgage,1121000,851100,2.86,4580,0,0
L005299,C03512,Credit Card,17000,14100,17.51,850,0,0
L005300,C03513,Credit Card,5000,500,15.89,250,0,0
L005301,C03514,Credit Card,17000,6000,17.39,850,0,0
L005302,C03515,Mortgage,1046000,899200,3.38,4910,0,0
L005303,C03516,Mortgage,958000,483800,3.7,4210,0,0
L005304,C03517,Mortgage,883000,632700,3.17,3430,0,0
L005305,C03517,Personal Loan,151000,73800,8.04,1980,0,0
L005306,C03518,Mortgage,1726000,1021200,2.99,8170,0,0
L005307,C03518,Personal Loan,55000,15700,10.51,1500,0,0
L005308,C03518,Credit Card,42000,17400,12.91,2100,0,0
L005309,C03519,Credit Card,15000,6400,16.48,750,0,0
L005310,C03520,Car Loan,256000,220300,4.65,10470,0,0
L005311,C03520,Credit Card,56000,15700,13.63,2800,0,0
L005312,C03521,Personal Loan,150000,107100,5.33,5120,0,0
L005313,C03522,Mortgage,1169000,616100,2.47,4100,0,0
L005314,C03522,Car Loan,386000,253600,7.33,5800,0,0
L005315,C03522,Credit Card,40000,32800,15.37,2000,0,0
L005316,C03522,Personal Loan,285000,167500,7.62,3150,0,0
L005317,C03523,Mortgage,2180000,1720100,3.4,9360,0,0
L005318,C03523,Car Loan,117000,64100,6.72,2750,0,0
L005319,C03524,Car Loan,258000,189300,6.43,4570,1,0
L005320,C03524,Personal Loan,215000,88600,11.1,5660,4,0
L005321,C03524,Mortgage,2130000,1234100,2.9,7790,4,0
L005322,C03525,Credit Card,21000,9800,19.87,1050,0,0
L005323,C03526,Mortgage,1544000,1155100,2.84,7340,0,0
L005324,C03526,Personal Loan,194000,170700,6.19,2720,0,0
L005325,C03527,Credit Card,12000,9500,19.32,600,0,0
L005326,C03528,Credit Card,8000,3000,18.61,400,2,0
L005327,C03529,Car Loan,204000,130200,3.59,4400,0,0
L005328,C03530,Car Loan,64000,45600,8.59,940,0,0
L005329,C03531,Personal Loan,198000,114100,6.89,2430,0,0
L005330,C03532,Personal Loan,157000,90900,9.77,1900,0,0
L005331,C03533,Credit Card,42000,31600,12.68,2100,0,0
L005332,C03534,Mortgage,2765000,1979700,3.44,14470,0,0
L005333,C03534,Credit Card,57000,18200,19.13,2850,0,0
L005334,C03534,Car Loan,363000,149100,7.45,7270,1,0
L005335,C03535,Mortgage,2256000,2125400,3.4,12510,2,0
L005336,C03536,Credit Card,7000,5500,24.0,350,0,0
L005337,C03536,Personal Loan,25000,5500,14.5,310,0,0
L005338,C03537,Personal Loan,297000,68900,8.67,4320,0,0
L005339,C03538,Credit Card,33000,15800,15.17,1650,0,0
L005340,C03538,Mortgage,1894000,1408500,3.16,7390,0,0
L005341,C03539,Credit Card,24000,15900,18.76,1200,0,0
L005342,C03540,Personal Loan,34000,21400,9.76,890,1,0
L005343,C03541,Credit Card,5000,800,19.2,250,0,0
L005344,C03542,Credit Card,7000,2800,19.01,350,0,0
L005345,C03543,Car Loan,272000,212400,5.66,4130,0,0
L005346,C03543,Personal Loan,175000,95700,4.74,1880,0,0
L005347,C03544,Mortgage,1478000,1290100,2.6,7180,0,0
L005348,C03545,Car Loan,143000,125700,4.7,4190,1,0
L005349,C03545,Credit Card,14000,7200,19.11,700,0,0
L005350,C03546,Mortgage,1796000,868300,3.21,7110,1,0
L005351,C03546,Car Loan,317000,195000,6.28,9410,1,0
L005352,C03547,Car Loan,155000,60800,6.78,4860,0,0
L005353,C03547,Personal Loan,120000,40000,8.56,4160,0,0
L005354,C03548,Credit Card,36000,17300,21.01,1800,0,0
L005355,C03548,Mortgage,1441000,688800,2.56,6240,0,0
L005356,C03548,Car Loan,119000,42500,6.12,4370,0,0
L005357,C03549,Credit Card,20000,11400,17.52,1000,3,0
L005358,C03549,Mortgage,2382000,1305500,3.12,8750,0,0
L005359,C03550,Personal Loan,33000,15900,6.58,510,0,0
L005360,C03550,Mortgage,1585000,1468800,3.5,8350,0,0
L005361,C03551,Personal Loan,62000,36500,7.71,680,0,0
L005362,C03552,Personal Loan,247000,198300,9.16,6640,0,0
L005363,C03552,Mortgage,1970000,1635400,2.94,7980,0,0
L005364,C03553,Car Loan,83000,32900,8.81,1190,0,0
L005365,C03553,Credit Card,5000,1100,15.41,250,1,0
L005366,C03554,Car Loan,387000,220000,9.13,6140,1,0
L005367,C03554,Mortgage,2578000,1690300,3.19,12980,0,0
L005368,C03555,Mortgage,1414000,1284700,3.42,7130,0,1
L005369,C03556,Personal Loan,226000,111400,8.6,6000,0,0
L005370,C03557,Mortgage,1568000,861900,3.15,7110,0,0
L005371,C03557,Personal Loan,327000,249400,6.7,9980,2,0
L005372,C03557,Credit Card,21000,9500,17.48,1050,3,0
L005373,C03558,Credit Card,13000,4700,19.78,650,0,0
L005374,C03558,Mortgage,1448000,1240200,2.49,6180,4,0
L005375,C03558,Car Loan,319000,80500,6.19,4690,4,0
L005376,C03559,Mortgage,1153000,843200,3.3,5850,0,0
L005377,C03559,Personal Loan,202000,145700,9.01,3980,0,0
L005378,C03560,Mortgage,1876000,1692200,2.86,8970,0,0
L005379,C03561,Personal Loan,263000,131800,9.65,9360,2,1
L005380,C03561,Mortgage,2269000,1794200,2.96,10040,0,0
L005381,C03561,Car Loan,146000,121500,8.07,2210,1,0
L005382,C03561,Credit Card,40000,21800,20.03,2000,0,0
L005383,C03562,Mortgage,1306000,1061400,2.86,6530,0,0
L005384,C03563,Personal Loan,102000,32500,7.46,2020,0,0
L005385,C03564,Credit Card,34000,1900,22.0,1700,0,0
L005386,C03565,Credit Card,11000,7600,17.79,550,0,0
L005387,C03565,Mortgage,840000,399200,3.6,3460,2,0
L005388,C03566,Credit Card,23000,2400,19.88,1150,2,0
L005389,C03567,Mortgage,2516000,2092300,2.58,10450,0,0
L005390,C03568,Mortgage,376000,299700,3.78,1970,0,0
L005391,C03569,Credit Card,39000,9600,16.22,1950,0,0
L005392,C03570,Car Loan,56000,35800,6.1,1720,0,0
L005393,C03571,Mortgage,1956000,1029400,2.82,9380,0,0
L005394,C03571,Credit Card,45000,11500,18.39,2250,0,0
L005395,C03571,Car Loan,261000,213800,6.65,4910,4,1
L005396,C03572,Mortgage,966000,695000,3.32,4870,0,0
L005397,C03572,Personal Loan,70000,32600,11.1,820,0,0
L005398,C03573,Mortgage,1661000,785600,3.29,6130,0,0
L005399,C03573,Personal Loan,89000,34100,11.77,1540,0,0
L005400,C03574,Mortgage,920000,570400,2.69,4200,0,0
L005401,C03575,Personal Loan,129000,96400,7.51,1990,0,0
L005402,C03576,Credit Card,65000,18900,15.5,3250,0,0
L005403,C03576,Mortgage,1391000,1086200,2.58,5570,0,0
L005404,C03577,Credit Card,9000,7600,16.91,450,0,0
L005405,C03577,Car Loan,50000,19300,6.57,930,1,0
L005406,C03578,Credit Card,58000,17800,14.68,2900,4,0
L005407,C03578,Mortgage,1736000,1648500,2.83,9090,0,0
L005408,C03578,Personal Loan,438000,92200,8.11,15730,0,0
L005409,C03579,Mortgage,1090000,1008700,3.0,5790,0,0
L005410,C03580,Personal Loan,268000,70800,10.28,10460,0,0
L005411,C03581,Mortgage,954000,854800,2.96,4040,0,0
L005412,C03582,Credit Card,44000,8300,16.96,2200,0,0
L005413,C03583,Credit Card,15000,6300,15.45,750,1,0
L005414,C03584,Mortgage,1609000,1129200,3.08,6210,0,0
L005415,C03585,Mortgage,1362000,712700,3.26,5990,0,0
L005416,C03585,Car Loan,82000,47500,7.84,1270,0,0
L005417,C03586,Personal Loan,42000,29600,8.96,1350,0,0
L005418,C03587,Car Loan,288000,144700,6.54,4940,0,0
L005419,C03588,Credit Card,42000,29900,20.19,2100,0,0
L005420,C03589,Car Loan,316000,152400,4.34,6920,0,0
L005421,C03590,Mortgage,1881000,1179900,3.0,8150,3,0
L005422,C03591,Mortgage,578000,284100,3.19,2590,0,0
L005423,C03592,Credit Card,29000,19000,14.9,1450,0,0
L005424,C03593,Credit Card,24000,17100,15.06,1200,0,0
L005425,C03594,Personal Loan,363000,271500,6.86,11270,0,0
L005426,C03594,Credit Card,18000,5500,14.69,900,0,0
L005427,C03595,Credit Card,23000,11200,18.9,1150,0,0
L005428,C03595,Car Loan,360000,153600,7.27,7170,1,0
L005429,C03595,Mortgage,1966000,1278700,2.46,8830,0,1
L005430,C03596,Mortgage,1763000,816500,3.5,6800,1,0
L005431,C03596,Car Loan,155000,51600,5.11,5860,0,0
L005432,C03597,Car Loan,102000,68000,6.72,1650,0,0
L005433,C03598,Mortgage,1744000,1397700,3.51,9520,0,0
L005434,C03598,Car Loan,143000,58800,7.91,3300,0,0
L005435,C03599,Credit Card,68000,4900,14.32,3400,0,0
L005436,C03599,Mortgage,1545000,749300,2.66,5540,0,0
L005437,C03600,Mortgage,1411000,1124000,3.03,6190,0,0
L005438,C03601,Personal Loan,348000,273300,5.99,9540,0,0
L005439,C03602,Car Loan,92000,74300,7.8,1460,0,0
L005440,C03602,Personal Loan,131000,95800,9.7,2420,0,0
L005441,C03603,Car Loan,357000,177300,4.63,15150,0,0
L005442,C03604,Mortgage,2331000,1063800,2.68,10500,4,0
L005443,C03604,Personal Loan,323000,187200,11.59,11380,4,1
L005444,C03605,Car Loan,105000,45700,5.29,2510,0,0
L005445,C03605,Personal Loan,99000,85200,9.36,1600,0,0
L005446,C03605,Mortgage,2286000,1254200,2.81,8780,1,0
L005447,C03606,Credit Card,57000,24500,18.33,2850,0,0
L005448,C03607,Personal Loan,212000,165600,10.84,2760,0,0
L005449,C03607,Car Loan,358000,299900,6.1,6930,0,0
L005450,C03607,Credit Card,36000,8700,18.75,1800,1,0
L005451,C03608,Credit Card,59000,23600,17.38,2950,0,0
L005452,C03608,Personal Loan,53000,37900,10.98,2180,0,0
L005453,C03609,Mortgage,1551000,1171800,2.2,7580,0,0
L005454,C03610,Credit Card,22000,9500,11.78,1100,0,0
L005455,C03611,Personal Loan,256000,141900,10.28,8120,0,0
L005456,C03612,Mortgage,1956000,1761800,3.63,10910,0,0
L005457,C03612,Credit Card,30000,7500,17.06,1500,0,0
L005458,C03613,Credit Card,41000,23600,15.72,2050,0,0
L005459,C03613,Car Loan,229000,195800,4.82,4860,1,0
L005460,C03614,Mortgage,1533000,1277300,3.76,6970,1,0
L005461,C03615,Credit Card,40000,7000,17.58,2000,0,0
L005462,C03615,Personal Loan,222000,187000,8.48,10060,0,0
L005463,C03616,Personal Loan,189000,43900,8.96,1860,0,0
L005464,C03617,Personal Loan,229000,186000,9.9,8910,0,0
L005465,C03618,Credit Card,13000,9600,20.72,650,0,0
L005466,C03619,Personal Loan,48000,15500,4.67,610,0,0
L005467,C03619,Mortgage,541000,271200,3.18,2270,0,0
L005468,C03619,Car Loan,169000,147600,6.16,3540,0,0
L005469,C03620,Credit Card,57000,27400,17.31,2850,2,0
L005470,C03621,Credit Card,39000,30100,13.35,1950,0,0
L005471,C03621,Personal Loan,69000,58200,8.26,2640,0,0
L005472,C03622,Car Loan,151000,97400,7.31,2810,0,0
L005473,C03622,Credit Card,14000,10600,18.12,700,0,0
L005474,C03623,Mortgage,1164000,1078500,2.92,5620,0,0
L005475,C03624,Personal Loan,222000,187200,11.45,3030,0,0
L005476,C03625,Personal Loan,39000,18200,6.0,420,0,0
L005477,C03626,Mortgage,1250000,794100,2.54,4910,0,0
L005478,C03627,Personal Loan,67000,48200,9.91,1080,0,0
L005479,C03628,Car Loan,143000,47000,6.5,2020,0,0
L005480,C03629,Mortgage,1196000,972300,2.78,5000,0,0
L005481,C03630,Mortgage,1933000,1778700,2.73,9510,0,0
L005482,C03631,Mortgage,1315000,683900,3.16,5240,2,0
L005483,C03631,Credit Card,65000,26900,16.95,3250,0,0
L005484,C03632,Credit Card,11000,7400,20.15,550,1,0
L005485,C03633,Mortgage,2540000,1235600,2.92,9630,0,0
L005486,C03634,Personal Loan,75000,39500,8.02,2120,0,0
L005487,C03634,Credit Card,13000,1500,18.0,650,0,0
L005488,C03635,Car Loan,264000,130200,8.87,4580,0,0
L005489,C03636,Car Loan,103000,53800,10.02,2930,0,0
L005490,C03636,Credit Card,6000,3300,23.59,300,0,0
L005491,C03637,Personal Loan,90000,28900,7.79,1000,0,0
L005492,C03638,Personal Loan,45000,27300,5.8,590,0,0
L005493,C03639,Mortgage,1069000,504600,2.47,3810,0,0
L005494,C03640,Mortgage,1072000,518300,3.22,4090,0,0
L005495,C03641,Mortgage,1146000,1079000,3.57,6500,0,0
L005496,C03642,Personal Loan,131000,54000,12.31,3140,1,0
L005497,C03643,Credit Card,30000,17300,18.54,1500,0,0
L005498,C03644,Mortgage,1368000,1018400,3.23,5410,1,0
L005499,C03645,Car Loan,89000,56700,7.6,1650,0,0
L005500,C03646,Personal Loan,251000,157400,10.07,4210,0,0
L005501,C03647,Car Loan,125000,58300,5.37,2080,0,0
L005502,C03647,Mortgage,1334000,719600,3.29,5680,0,0
L005503,C03648,Car Loan,386000,114800,4.25,5430,0,0
L005504,C03648,Mortgage,1567000,1204100,2.66,6060,0,0
L005505,C03649,Car Loan,200000,84900,6.14,2880,0,0
L005506,C03649,Mortgage,1797000,912500,2.92,6240,2,0
L005507,C03650,Credit Card,17000,11300,22.0,850,0,0
L005508,C03650,Mortgage,883000,411200,3.02,3470,0,0
L005509,C03651,Credit Card,40000,14200,15.74,2000,0,0
L005510,C03651,Mortgage,1753000,1635800,2.94,7470,1,0
L005511,C03651,Car Loan,242000,111700,7.67,3480,0,0
L005512,C03651,Personal Loan,50000,38300,7.67,910,0,0
L005513,C03652,Car Loan,224000,178400,7.14,4360,0,0
L005514,C03652,Mortgage,1357000,712600,3.17,5210,0,0
L005515,C03653,Personal Loan,90000,49000,6.57,1960,1,0
L005516,C03653,Mortgage,681000,479200,2.89,2720,3,0
L005517,C03654,Credit Card,23000,13900,18.65,1150,0,1
L005518,C03655,Credit Card,19000,4700,15.45,950,0,0
L005519,C03655,Car Loan,206000,128600,6.05,2970,1,0
L005520,C03656,Personal Loan,119000,38000,7.96,1130,0,0
L005521,C03656,Mortgage,989000,756700,3.65,4460,0,0
L005522,C03657,Mortgage,1144000,969600,2.2,4820,0,0
L005523,C03658,Mortgage,3870000,2254500,3.27,16140,0,0
L005524,C03658,Car Loan,427000,280600,7.11,9650,0,0
L005525,C03659,Personal Loan,321000,98200,8.9,12690,0,0
L005526,C03660,Credit Card,16000,7300,15.46,800,0,0
L005527,C03661,Mortgage,970000,515300,3.71,4370,0,0
L005528,C03662,Credit Card,75000,48100,15.27,3750,0,0
